id_entrada,id_fonte,data_entrada,texto_entrada,emocao_rotulada,comprimento_texto
169,2,2026-05-31,"It was my son's birthday so I spent the whole day doing things he wanted to do. It was so much fun watching him be excited by things and having a great time. At the end of the day, when I was tucking him in, he gave me the most serious and heartfelt thank I think he's ever given.",Calm,280
170,2,2026-05-31,"It was just one of those days that didn't seem to really be active. The kids were at school, but came home all hyped up. Didn't want to settle to do school work, wanted to fight with one another. They hated dinner.But that night we were able to refocus on what needed to be done which is attend church.",Frustrated,302
171,2,2026-05-31,"It was just another day at work, where I didn't know if I would make good money or not so good money.",Anxious,101
172,2,2026-05-31,It was a great workout that made me feel worthwhile.,Happy,52
173,2,2026-05-31,It was a good day worked out felt more energized and had a good overall workout,Happy,79
174,2,2026-05-31,It was a frustrating day yesterday. My brother and I were unable to complete the repairs to my car and are going to have to work on it again this weekend. I also didn't make much money at my online job and didn't have time to put in a lot of work there.,Anxious,253
175,2,2026-05-31,"It was a day like any other, I went to work very early, I left very tired, but in the afternoon I felt a little nostalgic for my family, my parents and brothers live far away, lately we have not had the best of relationships and that puts me Nostalgic and sad.",Nostalgic,260
176,2,2026-05-31,"It turned out to be a sunny and cooler day today, not rain like was expected. I got a really great hike in with the dog and was able to wear her out so she was behaved.",Calm,168
177,2,2026-05-31,It is a challenge to have the family together and have them get along.  There are many differences between the children but they do want to participate in activities together.  I think that if they could just figure out how to help each other and that they could make a good team that they will be best friends.  Sometimes they surprise me with their time together and kindness and sharing with each other.  Other times they cause a lot of excitement and frustration in trying to get them to work together.  I am happy when they all can be together and enjoy each other.,Excited,570
178,2,2026-05-31,It always makes me feel accomplished to see my family and how well they are doing.,Happy,82
179,2,2026-05-31,In the morning I was able to complete my first workout since breaking my ankle a couple weeks ago. It was a good start and motivation to keep going. .,Excited,150
180,2,2026-05-31,"In an effort to continue to try new things as it relates to freelance work I did a gig yesterday for a show being setup in Tampa. I found that the lady that hired me treats workers as slaves, talks down to us, and doesn't appear to believe any of use had brains. I'm not certain if this was based on previous experiences or her personality, but it made for a long ten hour day and many frustrations. I never walk out on jobs, because I believe I can learn something new from every experience and try to do this with each undertaking. Tomorrow is a fresh day with new horizons to conquer, so let's see what it brings.",Bored,616
181,2,2026-05-31,"Im in alot of pain, so I sleep alot more than usual yesterday.t was nice, until I woke up. Then I was hurting again.",Satisfied,116
182,2,2026-05-31,"So yesterday, I spent most of my working time testing and debugging the new code I wrote to automatically log a user back in when they time out, AND run whatever command they were trying to run when the program realized they'd timed out. The login part works great! And the running the command part works too - as long as there's only ONE command. If a single action, like a click, triggers TWO commands - like for instance, if clicking anywhere in a widget selects it, and clicking a button within it also contacts the DB - then only the first one runs and I CAN'T FIGURE OUT WHY. I can't debug it because every time I pause the code to step through it, the behavior changes! I suppose that in itself helps me narrow it down some - it must be a timing issue in some way - but I'm really stumped. I'll work on it some more today, I guess. I hate bugs I can't trace well, I feel like I don't have a good handle on how to find them. I mostly just stare at the code until inspiration strikes.",Confused,989
183,2,2026-05-31,I'm tired of having bad food. It's like there is nothing in the kitchen. Oatmeal was ok but to follow it up with tuna and mayo for lunch made me feel ill. Then sloppy joes for dinner? Too strange of a combination for me. Makes me angry.,Angry,236
184,2,2026-05-31,I'm pregnant and need food. I was starving.,Happy,43
185,2,2026-05-31,"I'm just returning from a trip to a beautiful, warm place and I have to spend the day in this gray, dull office looking at a computer screen and reading reports. So boring...",Bored,174
186,2,2026-05-31,I'm glad to be back home daily to a loving husband who doesn't make me angry.  My coworker today complain how her husband like and that always make me feel glad that I have one that is wonderful.,Calm,195
